"","datetime","city","country","shape"
"491",2020-10-11,"ankeny","us","circle"
"40021",2019-04-01,"glendale","us","circle"
"5316",2020-10-26,"lake worth (southern blvd.; haverhill exit)","us","disk"
"40542",2020-04-13,"vista point",NA,"fireball"
"19816",2020-12-13,"alexandria","us","fireball"
"15321",2020-11-30,"gage","us","light"
"15275",2020-11-30,"galway","us","light"
"49006",2020-05-24,"byron","us","light"
"57249",2020-06-24,"sarasota","us","light"
"15342",2020-11-30,"monroe","us","light"
"60571",2020-06-09,"san antonio","us","light"
"25664",2019-12-07,"soddy daisy",NA,"sphere"
"3044",2020-10-18,"ada","us","triangle"
"84995",2020-09-02,"chesterfield","us","triangle"
"2106",2019-10-15,"austin","us","triangle"
"34525",2020-03-13,"salt lake city","us","unknown"
"39167",2019-03-08,"ammon","us",NA
"31882",2020-02-26,"saint peters","us","disk"
"69641",2020-07-04,"lake geneva","us","cylinder"
"46978",2019-05-15,"oklahoma city","us","changing"
"17174",2020-11-06,"moore","us","cigar"
"76863",2020-08-24,"kerville",NA,"circle"
"9058",2019-01-11,"brisbane (qld&#44 australia)","au","circle"
"74285",2020-08-16,"mars hill","us","cylinder"
"71846",2019-08-01,"palmdale","us","cylinder"
"9431",2020-11-01,"nomran",NA,"fireball"
"54931",2020-06-15,"chaska","us","formation"
"7583",2020-10-07,"lake elsinore","us","light"
"84606",2020-09-21,"kingwood",NA,"light"
"57929",2020-06-27,"san antonio","us","other"
"63057",2019-07-15,"east sparta","us","other"
"48091",2020-05-20,"denver","us","oval"
"19188",2020-12-01,"turnagain pass",NA,"sphere"
"38785",2020-03-06,"irvine","us","sphere"
"58641",2019-06-30,"miami","us","sphere"
"67539",2020-07-30,"marstons mills","us","triangle"
"17449",2020-01-17,"livingston","us","unknown"
"40303",2020-04-12,"amman/wadi ram (desert) (jordan)",NA,"unknown"
"29096",2020-02-13,"yuma (20-25 miles west of) near i-8/mexican border.  proba",NA,"unknown"
"11641",2020-11-18,"athens","us","unknown"
"48548",2020-05-02,"carrboro","us","circle"
"11258",2020-11-17,"san francisco","us","light"
"58509",2019-06-30,"paloma","us","other"
"13744",2020-11-22,"bayonne","us","other"
"36053",2019-03-20,"kearney","us","triangle"
"61116",2020-07-11,"valley springs","us","light"
"53888",2020-06-14,"flint","us","fireball"
"40157",2020-04-01,"niagara falls (canada)","ca","other"
"35387",2020-03-16,"sydney (australia)","au","oval"
"88558",2020-09-08,"claymont","us","circle"
"22528",2020-12-24,"boynton beach","us","fireball"
"12051",2019-01-01,"mt. charleston",NA,"oval"
"47635",2020-05-17,"mcminnville","us","unknown"
"33452",2020-02-09,"lake forest","us","circle"
"4504",2020-10-23,"jenner","us","circle"
"25221",2020-12-05,"melbourne beach","us","diamond"
"30274",2020-02-18,"auburn","us","light"
"27784",2020-01-07,"washington courthouse",NA,"triangle"
"52876",2019-06-01,"lakebay","us","triangle"
"73693",2019-08-15,"plano","us","unknown"
"20405",2020-12-15,"opelousas","us","chevron"
"48198",2020-05-20,"beverly hills","us","cigar"
"73964",2020-08-15,"great lakes",NA,"unknown"
"43428",2020-04-26,"albuquerque","us","light"
"30182",2020-02-18,"mead valley (to riverside to ontario)","us","teardrop"
"47275",2020-05-15,"west roxbury","us","triangle"
"78258",2020-08-30,"washington","us","unknown"
"17034",2020-01-16,"wareham","us","unknown"
"13926",2020-11-23,"grove","us","circle"
"36240",2020-03-20,"dahlonega","us","light"
"27833",2020-01-07,"allentown","us","other"
"36641",2020-03-22,"chandler","us","triangle"
"20692",2020-12-17,"addlestone (uk/england)","gb","formation"
"11357",2020-11-17,"phoenix","us","sphere"
"37199",2020-03-25,"salem","us","formation"
"23857",2020-12-31,"mattituck","us","triangle"
"3081",2020-10-18,"pacifica to belmont",NA,"light"
"70131",2020-07-06,"bloomfield-friendship (pittsburgh)",NA,"light"
"28162",2020-01-09,"rutherford","us","circle"
"46233",2020-05-01,"hartlepool (uk/england)","gb","cylinder"
"10915",2019-11-16,"hamilton (hanover twp)","us","fireball"
"83111",2020-09-16,"laughlin","us","formation"
"41070",2020-04-15,"south point","us","light"
"82896",2020-09-15,"north myrtle beach","us","light"
"56361",2020-06-21,"carlsbad","us","other"
"45788",2020-05-10,"lawrence","us","oval"
"80011",2020-08-07,"ada","us","sphere"
"57225",2020-06-24,"granite falls","us","sphere"
"10434",2020-11-15,"perry","us","triangle"
"59593",2019-06-05,"danville (rural)","us","unknown"
"24942",2019-12-05,"kent","us","unknown"
"4743",2020-10-24,"kenosha","us","unknown"
"72140",2020-08-01,"kent","us","fireball"
"51282",2020-05-08,"atlanta","us","circle"
"7251",2020-10-05,"independence","us","circle"
"48322",2020-05-21,"harrison","us","changing"
"21510",2020-12-21,"gilbert","us","circle"
"50355",2020-05-03,"issaquah","us","circle"
"42508",2020-04-02,"lookout","us","circle"
"32079",2020-02-27,"churchton","us","circle"
"71945",2019-08-01,"danbury","us","circle"
"30712",2020-02-21,"tupelo","us","cylinder"
"17194",2020-11-06,"north bergen","us","disk"
"62683",2020-07-14,"springboro","us","formation"
"17619",2020-01-17,"santa ana","us","light"
"38261",2019-03-03,"los angeles","us","other"
"42379",2020-04-21,"oakland","us","oval"
"85233",2020-09-22,"fort mill","us","rectangle"
"25095",2020-01-25,"west tawakoni",NA,"unknown"
"19043",2020-12-11,"hazard","us","unknown"
"46389",2019-05-12,"kelseyville","us",NA
"2093",2019-10-15,"fostoria","us","diamond"
"36102",2020-03-20,"tuscola","us","light"
"2797",2020-10-17,"richardson","us","circle"
"53627",2020-06-13,"columbus","us","formation"
"79066",2020-08-04,"houston","us","unknown"
"73215",2020-08-14,"cleveland","us","unknown"
"42651",2019-04-22,"danville","us",NA
"39644",2020-04-10,"urb la marina (spain)",NA,"triangle"
"88584",2020-09-08,"seattle","us","circle"
"85285",2020-09-22,"auburn","us","fireball"
"53153",2020-06-01,"san angelo","us","sphere"
"44437",2020-04-03,"muskegon","us","changing"
"46505",2020-05-12,"juncos",NA,"chevron"
"68173",2020-07-03,"glasgow (uk/scotland)","gb","circle"
"29409",2020-02-14,"al andalus (kuwait)",NA,"circle"
"38518",2020-03-04,"durham (uk/england)","gb","cone"
"38415",2020-03-03,"ward cove","us","diamond"
"62929",2019-07-15,"raleigh","us","disk"
"81868",2020-09-12,"san jose","us","fireball"
"34309",2020-03-12,"millville","us","fireball"
"32968",2020-02-06,"east barre","us","formation"
"63815",2020-07-16,"indian beach","us","light"
"1227",2020-10-12,"stafford (uk/england)","gb","light"
"82225",2019-09-14,"todmorden (uk/england)","gb","other"
"28007",2020-01-08,"sequim","us","other"
"32326",2019-02-03,"franklin","us","oval"
"10424",2019-11-15,"murfreesboro","us","sphere"
"80827",2020-09-10,"neenah","us","triangle"
"857",2020-10-01,"winnamac",NA,"triangle"
"65754",2020-07-23,"everett","us","unknown"
"36823",2020-03-23,"york","us","circle"
"4325",2020-10-22,"loveland","us","triangle"
"38472",2020-03-04,"san francisco","us","fireball"
"4678",2020-10-24,"miami","us","changing"
"13129",2020-11-21,"lake jackson","us","circle"
"92",2019-10-10,"san diego","us","fireball"
"49424",2020-05-26,"novi","us","formation"
"24466",2020-12-03,"stevenson ranch",NA,"light"
"63651",2020-07-15,"tucson","us","light"
"83444",2020-09-17,"santa cruz/aptos",NA,"light"
"73359",2019-08-15,"rochester (outside of)","us","other"
"79020",2020-08-04,"banbury (near) (uk/england)","gb","rectangle"
"18355",2020-11-09,"springfield","us","unknown"
"67778",2020-07-31,"coleman","us","circle"
"68886",2020-07-04,"macomb township",NA,"circle"
"87566",2020-09-04,"puntas cabras",NA,"light"
"60358",2020-06-08,"waterford (republic of ireland)",NA,"circle"
"74530",2020-08-17,"kannapolis","us","diamond"
"7177",2020-10-05,"great falls","us","other"
"39825",2020-04-11,"palm harbor","us","light"
"76511",2020-08-23,"cortez","us","other"
"23567",2020-12-29,"los angeles","us","unknown"
"64447",2020-07-18,"hurricane","us","cross"
"47016",2019-05-15,"ridgecrest","us","fireball"
"21915",2020-01-22,"poinciana/kissimmee",NA,"formation"
"71118",2019-08-10,"northwood","us","light"
"44832",2020-04-05,"kitty hawk","us","light"
"80966",2020-09-11,"springfield","us","oval"
"80341",2019-08-09,"everett","us","triangle"
"43039",2019-04-24,"st. peter","us","triangle"
"986",2020-10-01,"beaver","us","light"
"42838",2020-04-22,"mount pulaski","us","sphere"
"54420",2019-06-15,"yogyakarta (indonesia)",NA,"unknown"
"38065",2020-03-30,"bay city","us","triangle"
"15795",2020-01-13,"troy","us","circle"
"88166",2019-09-07,"salem","us","other"
"3592",2020-10-20,"hanover","us","light"
"19776",2019-12-13,"simi valley","us","egg"
"77595",2020-08-27,"binghamton","us","light"
"5907",2020-10-29,"herkimer","us","fireball"
"17674",2020-01-18,"pleasanton (35miles due east of sfo)","us","light"
"81411",2020-09-01,"mannford","us","other"
"23929",2020-12-31,"florida (southern)",NA,"circle"
"50365",2020-05-03,"saint george","us","fireball"
"58426",2019-06-30,"belton","us","sphere"
"34336",2020-03-12,"silver city","us","changing"
"56449",2020-06-02,"long island (above)",NA,"changing"
"28373",2020-02-10,"plano","us","cigar"
"79610",2020-08-06,"litchfield",NA,"circle"
"63267",2020-07-15,"orange","us","circle"
"19303",2020-01-21,"aloha","us","circle"
"77772",2020-08-28,"piscataquis county",NA,"circle"
"30931",2020-02-02,"adelaide (australia)","au","cylinder"
"6698",2020-10-03,"new delhi (india)",NA,"cylinder"
"76084",2020-08-02,"memphis","us","cylinder"
"32349",2020-02-03,"miami","us","disk"
"25839",2020-01-27,"west jordan","us","disk"
"19373",2020-12-01,"pico rivera","us","disk"
"62948",2019-07-15,"silverthorne","us","disk"
"41452",2019-04-17,"milton","us","disk"
"75841",2020-08-21,"dallas","us","fireball"
"1054",2020-10-01,"huntington","us","fireball"
"18260",2020-01-19,"enola","us","formation"
"23414",2020-12-28,"orlando","us","formation"
"80268",2020-08-08,"seven mile","us","formation"
"87002",2020-09-30,"san fernando valley",NA,"formation"
"19891",2020-12-13,"spokane","us","light"
"71811",2019-08-01,"charlestown","us","light"
"24698",2020-01-24,"tulsa","us","light"
"61738",2020-07-01,"crestone","us","light"
"21605",2020-12-21,"batesville","us","light"
"5781",2019-10-29,"bozeman","us","light"
"45409",2020-04-08,"romeoville","us","light"
"25325",2019-12-06,"broadview heights","us","light"
"56826",2020-06-22,"iron mountain","us","light"
"33556",2020-03-10,"warner springs","us","light"
"824",2020-10-01,"orland park","us","light"
"27868",2020-01-07,"mansfield","us","light"
"9590",2019-11-12,"magnetic island (qld&#44 australia)",NA,"light"
"88294",2020-09-07,"mountain home","us","light"
"39638",2020-04-10,"surprise","us","light"
"72961",2020-08-13,"aloha","us","light"
"52226",2019-06-01,"austin","us","light"
"6269",2019-10-31,"santa ana","us","light"
"67174",2020-07-28,"lansing","us","light"
"15839",2020-01-13,"southwick","us","light"
"36944",2019-03-24,"lake placid","us","light"
"87392",2020-09-03,"kenosha","us","other"
"62724",2020-07-14,"sanibel island",NA,"other"
"60466",2020-06-08,"clarksville","us","other"
"19113",2019-12-01,"kansas city","us","other"
"49470",2020-05-27,"alba iulia (romania)",NA,"other"
"41770",2020-04-18,"fort worth/ben brook",NA,"oval"
"40368",2020-04-12,"palm springs","us","oval"
"45383",2020-04-08,"indiana",NA,"oval"
"61456",2019-07-01,"great neck","us","rectangle"
"35084",2020-03-15,"aberdare (uk/wales)","gb","sphere"
"53871",2020-06-14,"pinole","us","sphere"
"12462",2020-01-01,"almelo (overijssel) (netherlands)",NA,"sphere"
"47942",2020-05-19,"congress (near)","us","sphere"
"32205",2020-02-28,"homestead","us","teardrop"
"38107",2019-03-31,"seattle","us","triangle"
"60642",2020-06-09,"ruskin","us","triangle"
"12194",2020-01-01,"funchal (madeira) (portugal)",NA,"triangle"
"3694",2020-10-20,"plano","us","triangle"
"45082",2020-04-07,"streetsboro","us","unknown"
"54163",2019-06-15,"praire creek",NA,"unknown"
"15948",2020-11-04,"bowling green (plum springs)","us","unknown"
"80799",2020-09-10,"lincoln","us","unknown"
"79424",2020-08-05,"boca raton","us","unknown"
"16815",2020-01-15,"pleasant grove","us","disk"
"25195",2020-01-25,"barcelona (spain)",NA,NA
"67484",2019-07-30,"north augusta (canada)",NA,"triangle"
"74884",2020-08-18,"kettering","us","circle"
"43510",2020-04-26,"bellevue","us","cigar"
"47941",2020-05-19,"uk/england",NA,"disk"
"25639",2020-01-26,"albuquerque","us","egg"
"64279",2020-07-18,"salem","us","flash"
"74993",2020-08-19,"sumner","us","formation"
"37847",2020-03-29,"kaplan","us","light"
"66404",2020-07-25,"semmes","us","light"
"61372",2019-07-01,"toronto (canada)","ca","other"
"63437",2020-07-15,"sault ste. marie (canada)",NA,"sphere"
"73510",2019-08-15,"shellsburg","us","triangle"
"41844",2020-04-19,"jellico","us","disk"
"48563",2020-05-02,"camden","us","sphere"
"12765",2019-11-20,"rock hill","us","triangle"
"83619",2020-09-18,"kanata (canada)","ca","chevron"
"27651",2020-01-06,"hickory","us","cigar"
"31239",2020-02-22,"virginia beach","us","circle"
"81927",2020-09-12,"nevada desert",NA,"diamond"
"42661",2019-04-22,"friday harbor","us","fireball"
"34201",2020-03-01,"arlington","us","formation"
"72647",2020-08-12,"cheektowaga (buffalo)","us","light"
"60295",2019-06-08,"winchester","us","fireball"
"74447",2020-08-17,"cheyenne","us","other"
"37563",2020-03-27,"los angeles","us","circle"
"54975",2020-06-15,"goshen","us","unknown"
"68860",2020-07-04,"auburn","us","circle"
"47506",2019-05-17,"ada","us","circle"
"63714",2020-07-16,"auburn","us","disk"
"34483",2019-03-13,"prescott","us","formation"
"79912",2020-08-07,"el cajon","us","formation"
"68288",2020-07-03,"waterloo","us","light"
"3531",2020-10-20,"beckley","us","rectangle"
"61833",2020-07-01,"indianapolis","us","sphere"
"67997",2019-07-03,"belleville","us","triangle"
"86566",2020-09-28,"anacortes","us","changing"
"36408",2020-03-21,"shirley","us","chevron"
"44759",2020-04-05,"newhall","us","circle"
"88829",2020-09-09,"alvadore","us","circle"
"75274",2019-08-20,"crown point","us","disk"
"39283",2020-03-08,"dyersburg","us","fireball"
"41081",2020-04-15,"columbus","us","formation"
"33505",2019-03-10,"coconino nat&#39l forest north of wupatki nm&#44 az",NA,"formation"
"1312",2020-10-12,"morganton","us","light"
"4486",2020-10-23,"wellington","us","light"
"82156",2020-09-13,"utica","us","light"
"80245",2020-08-08,"commerce cityy",NA,"oval"
"61003",2020-07-10,"lanson",NA,"oval"
"50347",2020-05-03,"mchenry","us",NA
"25169",2020-01-25,"kleive (norway)",NA,"sphere"
"7471",2020-10-06,"st. louis","us","triangle"
"40077",2020-04-01,"el paso","us","cigar"
"24834",2020-12-04,"national city","us","oval"
"86222",2020-09-26,"kuchaman city (india)",NA,NA
"37176",2020-03-25,"las cruces","us","triangle"
"36613",2020-03-22,"russell springs","us","triangle"
"10567",2020-11-15,"parsons","us","disk"
"66108",2020-07-24,"linesville","us","unknown"
"37914",2019-03-30,"davenport (vanderveer park)","us","circle"
"36932",2019-03-24,"newburgh","us","circle"
"84255",2020-09-20,"shumway","us","light"
"47422",2020-05-16,"tucson","us","sphere"
"49980",2020-05-30,"claremont","us","flash"
"21100",2020-12-19,"salt lake city","us","flash"
"28375",2020-02-10,"charlotte","us","cigar"
"46356",2020-05-01,"frisco","us","cigar"
"23320",2020-12-28,"vernon","us","light"
"3182",2019-10-19,"crofton","us","other"
"1422",2020-10-13,"laval (canada)","ca","triangle"
"88673",2020-09-09,"spokane","us","unknown"
"40080",2020-04-01,"azusa","us","sphere"
"65633",2020-07-22,"lake charles","us","circle"
"44662",2020-04-04,"lakeland","us","fireball"
"43225",2020-04-24,"rogers","us","light"
"3917",2020-10-21,"north las vegas","us","light"
"13360",2020-11-02,"marysville","us","light"
"58661",2019-06-30,"russellville","us","light"
"77081",2020-08-25,"concord","us","rectangle"
"52400",2019-06-01,"lancaster","us","sphere"
"75367",2020-08-20,"natches (30 se of)",NA,"triangle"
"52177",2019-06-01,"kyle","us","oval"
"16401",2020-11-05,"middlesex","us","other"
"49097",2020-05-25,"clearfield","us","light"
"28776",2020-02-01,"calgary (canada)","ca","flash"
"79840",2020-08-07,"pineville","us","changing"
"44984",2020-04-06,"south williamsport","us","diamond"
"49653",2020-05-28,"spring hill","us","flash"
"17408",2020-11-07,"wood dale","us","circle"
"68859",2020-07-04,"apopka","us","oval"
"22368",2020-12-24,"lake havasu city","us","egg"
"22642",2019-12-25,"haltwhistle (near) (uk/england)","gb","light"
"48068",2019-05-20,"jonesboro","us","sphere"
"3160",2020-10-18,"sarasota","us","fireball"
"76925",2019-08-25,"wilmer","us","light"
"69154",2020-07-04,"pontiac","us","sphere"
"63879",2020-07-16,"south euclid","us","sphere"
"16945",2020-11-06,"moravia","us","light"
"77886",2020-08-28,"geelong (australia)","au","chevron"
"71011",2020-07-09,"brigham city","us","circle"
"50445",2020-05-04,"ferguson","us","circle"
"36617",2020-03-22,"north canton","us","cylinder"
"47832",2019-05-19,"marietta","us","diamond"
"79037",2020-08-04,"san francisco","us","disk"
"33044",2020-02-07,"riverside","us","light"
"22146",2019-12-23,"moses lake (west of&#44 i-90)","us","other"
"7540",2020-10-06,"steamboat springs","us","rectangle"
"16951",2020-11-06,"hillsboro","us","triangle"
"60229",2020-06-07,"lacey township",NA,"sphere"
"27404",2020-01-05,"la mesa","us","circle"
"71477",2019-08-11,"fallsburg","us","cross"
"40304",2020-04-12,"birmingham (uk/england)","gb","rectangle"
"58249",2020-06-29,"jefferson city","us","triangle"
"83559",2019-09-18,"nashville","us","circle"
"32035",2020-02-27,"commack","us","diamond"
"85878",2020-09-25,"melbourne","us","diamond"
"68145",2020-07-03,"gig harbor","us","light"
"28916",2019-02-12,"palmyra","us","sphere"
"1652",2020-10-14,"kuantan (malaysia)",NA,"sphere"
"52845",2019-06-01,"mercer island","us","triangle"
"27052",2020-01-03,"seattle","us","unknown"
"9206",2020-01-11,"norman","us","flash"
"46799",2020-05-14,"melbourne (vic&#44 australia)","au","light"
"23503",2020-12-29,"north kansas city","us","triangle"
"47011",2019-05-15,"tyler","us","light"
"19967",2020-12-13,"gloucester","us","circle"
"45027",2020-04-06,"honesdale","us","formation"
"78779",2020-08-03,"stockbridge","us","changing"
"83597",2020-09-18,"edmond","us","chevron"
"77578",2020-08-27,"niagara falls","us","cigar"
"68458",2019-07-04,"phoenix","us","cylinder"
"19788",2019-12-13,"fort smith",NA,"light"
"15343",2020-11-30,"north palm beach","us","other"
"78667",2020-08-31,"smithtown","us","triangle"
"54776",2020-06-15,"valley springs","us","sphere"
"38913",2020-03-06,"duluth","us","unknown"
"80180",2020-08-08,"murray","us","flash"
"44695",2019-04-05,"baraboo","us","light"
"24548",2020-01-23,"laval (canada)","ca","oval"
"87810",2020-09-05,"las vegas","us",NA
"1050",2020-10-01,"racine","us","other"
"43045",2019-04-24,"las vegas","us","chevron"
"14890",2020-11-28,"birmingham","us","circle"
"7081",2020-10-04,"homestead","us","formation"
"79651",2020-08-06,"algonquin","us","unknown"
"88055",2020-09-06,"phoenix","us","unknown"
"3929",2020-10-21,"aurora","us","unknown"
"61518",2019-07-01,"lynnwood/alderwood manor",NA,"light"
"50515",2020-05-04,"pierce","us","light"
"46724",2020-05-13,"eugene","us","light"
"87655",2020-09-04,"international falls","us","oval"
"59689",2020-06-05,"tampa","us","disk"
"56568",2020-06-02,"phoenixville","us","light"
"5180",2020-10-26,"lake hiawatha","us","light"
"3619",2020-10-20,"highland county - monterey",NA,"light"
"83955",2020-09-19,"howell",NA,"oval"
"25263",2020-12-05,"king of prussia","us","oval"
"33674",2020-03-10,"new britain","us","cigar"
"9287",2020-11-01,"galveston","us","cigar"
"49583",2019-05-28,"burnside","us","circle"
"57353",2020-06-24,"independence","us","circle"
"17434",2020-11-07,"rancho santa margarita","us","circle"
"18511",2020-01-20,"poughquag","us","circle"
"10195",2020-11-14,"milford","us","cylinder"
"15430",2019-11-03,"olney&#44 buckinghamshire (uk/england)",NA,"disk"
"48387",2020-05-21,"littleton","us","disk"
"31898",2020-02-26,"florence","us","disk"
"8127",2020-10-09,"waukesha","us","disk"
"34314",2020-03-12,"victoria (canada)","ca","fireball"
"71773",2020-08-11,"englewood","us","fireball"
"51767",2020-06-10,"pawling","us","fireball"
"17847",2020-11-08,"omaha","us","formation"
"70938",2020-07-09,"santa ana (near)","us","light"
"48406",2020-05-21,"durham","us","light"
"31569",2020-02-24,"interstate 8",NA,"light"
"35950",2020-03-19,"florence","us","light"
"25537",2020-01-26,"jaipur (india)",NA,"light"
"53761",2020-06-14,"wilmington","us","light"
"63303",2020-07-15,"carteret","us","light"
"82838",2020-09-15,"valliant","us","other"
"54087",2019-06-15,"kent","us","other"
"76673",2020-08-24,"burnaby (canada)","ca","oval"
"51506",2020-05-09,"glen burnie","us","oval"
"28298",2020-01-09,"phoenix","us","sphere"
"9109",2020-11-01,"warner","us","sphere"
"31165",2020-02-22,"kimbolton","us","sphere"
"25604",2020-01-26,"boca raton","us","triangle"
"835",2020-10-01,"tinley park","us","triangle"
"8897",2020-11-11,"bremerton","us","unknown"
"39070",2020-03-07,"ottawa (canada)","ca","light"
"34915",2019-03-15,"warren",NA,"sphere"
"58637",2019-06-30,"keys",NA,"other"
"12547",2020-01-01,"bellingham","us","disk"
"67986",2019-07-03,"calaveras county",NA,"disk"
"39964",2019-04-01,"costa mesa","us","changing"
"44752",2020-04-05,"phelan","us","changing"
"52260",2019-06-01,"bardstown","us","disk"
"74433",2019-08-17,"las vegas","us","disk"
"52718",2019-06-01,"yucca valley","us","disk"
"70174",2020-07-06,"yukon","us","fireball"
"81340",2019-09-01,"mica mountain",NA,"light"
"49747",2020-05-28,"moorpark","us","light"
"30569",2020-02-20,"vandercook lake","us","light"
"59141",2020-06-30,"nottingham (uk/england)","gb","light"
"13393",2020-01-12,"lexington","us","other"
"26988",2020-01-03,"reno","us","other"
"88715",2020-09-09,"waterville","us","other"
"64289",2020-07-18,"east meadow","us","other"
"83093",2019-09-16,"concord","us","oval"
"46516",2020-05-12,"phoenix","us","oval"
"6541",2020-10-31,"fenton","us","sphere"
"46208",2020-05-01,"orlando","us","sphere"
"15956",2020-11-04,"college station","us","triangle"
"39191",2020-03-08,"grand junction","us","triangle"
"59520",2020-06-04,"hartford","us","triangle"
"23834",2020-12-31,"mission","us","unknown"
"54867",2020-06-15,"tipton","us","unknown"
"34000",2020-03-01,"hawthorne","us",NA
"54497",2019-06-15,"malvern","us","triangle"
"53019",2019-06-01,"panaji (india)",NA,"light"
"69509",2020-07-04,"easton","us","fireball"
"55310",2020-06-17,"dresden (germany)","de","light"
"27419",2020-01-05,"prince george (canada)","ca","light"
"53095",2020-06-01,"pembroke","us","fireball"
"11050",2020-11-16,"paradise","us","light"
"22031",2020-12-22,"susanville","us","light"
"29141",2020-02-13,"ventura","us","other"
"33611",2020-03-10,"isanti","us","changing"
"2946",2020-10-17,"holgate (lbi)","us","circle"
"18289",2020-01-19,"gosford (australia)","au","light"
"85683",2020-09-24,"duncan","us","other"
"37023",2020-03-24,"dublin (ireland)",NA,"rectangle"
"66598",2020-07-26,"kirkland","us","sphere"
"50830",2020-05-05,"auburn","us","sphere"
"55872",2019-06-20,"accord","us","triangle"
"27882",2020-01-07,"milan&atilde;&#179;wek (poland)",NA,NA
"10138",2020-11-14,"waco","us","light"
"10786",2019-11-16,"paddock lake","us","fireball"
"10158",2020-11-14,"gulfport","us","fireball"
"56564",2020-06-02,"bellevue","us","fireball"
"65509",2019-07-22,"indiana","us","cone"
"10867",2019-11-16,"springfield","us","fireball"
"77634",2020-08-27,"horley (uk/england)","gb","triangle"
"58165",2020-06-28,"myrtle beach","us","unknown"
"82565",2019-09-15,NA,NA,NA
"88758",2020-09-09,"palestine","us","oval"
"53652",2020-06-13,"erin",NA,"changing"
"58472",2019-06-30,"silverdale","us","cylinder"
"1782",2020-10-14,"mitchell","us","light"
"20702",2020-12-17,"congerstone (uk/england)","gb","diamond"
"36095",2020-03-20,"vallejo","us","chevron"
"84491",2020-09-21,"pennsylvania",NA,"other"
"11508",2020-11-18,"dickinson","us","changing"
"1293",2020-10-12,"marlton","us","circle"
"78974",2019-08-04,"arcade","us","flash"
"50083",2020-05-30,"foley","us","light"
"22678",2020-12-25,"st. louis","us","other"
"25081",2020-12-05,"vernon (canada)","ca","cigar"
"61515",2019-07-01,"nags head","us","circle"
"33906",2020-03-11,"sunrise","us","circle"
"37258",2020-03-25,"margate","us","circle"
"69171",2020-07-04,"colorado springs","us","disk"
"28736",2020-02-01,"crown point","us","oval"
"44979",2020-04-06,"san marcos","us","oval"
"77014",2020-08-25,"grass valley","us","triangle"
"20902",2020-12-18,"leggett","us","oval"
"12031",2019-01-01,"wagoner","us","light"
"13552",2020-01-12,"melbourne","us","cylinder"
"10496",2020-11-15,"fuquay varina",NA,"disk"
"3747",2019-10-21,"baltimore","us","disk"
"59904",2020-06-06,"washington&#44 d.c.",NA,"light"
"28918",2019-02-12,"albuquerque","us","sphere"
"85559",2020-09-23,"denver","us","sphere"
"14543",2020-11-26,"tucson","us","triangle"
"6753",2020-10-03,"high point","us","triangle"
"25443",2020-01-26,"morristown","us","triangle"
"16535",2020-11-05,"south plainfield","us","light"
"26987",2020-01-03,"waterbury","us","chevron"
"31099",2020-02-22,"rogue river","us","diamond"
"79393",2020-08-05,"san jose","us","light"
"41606",2020-04-17,"myrtle beach","us","light"
"38881",2020-03-06,"spokane","us","triangle"
"39875",2020-04-11,"cass lake","us","sphere"
"58154",2020-06-28,"phoenix","us","teardrop"
"20060",2020-12-14,"stanley","us","diamond"
"14586",2020-11-26,"dennisport",NA,"disk"
"55511",2020-06-18,"las vegas","us","light"
"48775",2020-05-23,"chadwell st mary (choose state/prov) (uk/england)",NA,"formation"
"44548",2020-04-04,"lakeland","us","oval"
"61629",2020-07-01,"new york city (staten island)","us","triangle"
"46109",2019-05-01,"glencoe","us","sphere"
"77509",2020-08-27,"mitchell","us","circle"
"33659",2020-03-10,"selma","us","light"
"80192",2020-08-08,"kingsbury","us","sphere"
"70665",2019-07-08,"hilongos (leyte) (philippines)",NA,"changing"
"5840",2020-10-29,"dallas","us","disk"
"56652",2020-06-22,"butte","us","formation"
"1686",2020-10-14,"medford","us","light"
"61683",2020-07-01,"manasquan","us","triangle"
"67275",2020-07-29,"wormerveer (netherlands)",NA,"circle"
"35236",2020-03-15,"muscatine","us","triangle"
"81758",2020-09-12,"boise","us","other"
"5570",2020-10-28,"idaho",NA,"formation"
"25134",2020-01-25,"springfield","us","triangle"
"47173",2020-05-15,"fort walton beach","us","oval"
"74368",2020-08-16,"lebanon","us","cigar"
"16926",2020-11-06,"santa clarita","us","cigar"
"86906",2020-09-29,"temperance","us","oval"
"20005",2019-12-14,"issaquah","us",NA
"48242",2020-05-20,"charleston",NA,"formation"
"44158",2019-04-30,"jamison","us","cigar"
"65267",2019-07-02,"forest home",NA,"circle"
"12333",2020-01-01,"palmdale","us","circle"
"31243",2020-02-22,"shediac cape (canada)",NA,"disk"
"76627",2020-08-23,"lexington","us","light"
"36981",2020-03-24,"victorville","us","light"
"63310",2020-07-15,"loveland","us","other"
"5322",2019-10-27,"eastland","us","sphere"
"39171",2019-03-08,"east detroit (eastpoint0",NA,"disk"
"6870",2019-10-04,"greenville/florence",NA,"light"
"8242",2020-01-10,"littleton","us","sphere"
"21434",2020-12-20,"victoria (canada)","ca","light"
"25827",2020-01-27,"cheshire (uk/england)","gb","changing"
"18491",2019-01-20,"olney","us","chevron"
"71098",2019-08-10,"watchung","us","cigar"
"56237",2020-06-21,"st. peter (outskirts of)","us","circle"
"68795",2020-07-04,"saginaw","us","circle"
"86891",2020-09-29,"dedham","us","circle"
"64161",2020-07-17,"lane","us","fireball"
